angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.93,,"[564, 277, 164, 211]",,0.01,,0.01,,0.0,,0.01,,0.04,,0.0,
0.97,,"[563, 276, 164, 212]",,0.0,,0.01,,0.0,,0.01,,0.01,,0.0,
0.98,,"[564, 277, 165, 211]",,0.0,,0.0,,0.0,,0.0,,0.01,,0.0,
1.0,,"[559, 264, 178, 227]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[559, 264, 180, 229]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[565, 279, 163, 210]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[559, 265, 180, 226]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[562, 278, 165, 211]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[563, 278, 165, 212]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[563, 279, 163, 208]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[559, 264, 181, 224]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[563, 279, 162, 208]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[564, 280, 161, 209]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[563, 280, 161, 207]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[564, 279, 161, 208]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[560, 264, 177, 222]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[563, 279, 161, 208]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[564, 279, 160, 208]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[564, 279, 160, 207]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[560, 265, 177, 219]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[563, 280, 161, 206]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[563, 279, 161, 208]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[560, 264, 177, 219]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,0.02,"[563, 278, 162, 208]","[731, 496, 17, 20]",0.0,0.0,0.0,0.15,0.0,0.02,0.0,0.08,0.0,0.7,0.0,0.03
1.0,,"[561, 264, 176, 219]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[563, 260, 177, 225]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[563, 279, 160, 208]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[561, 264, 177, 219]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[563, 279, 160, 207]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[563, 262, 177, 221]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[565, 280, 158, 205]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[564, 280, 159, 204]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[560, 264, 176, 220]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[564, 279, 159, 207]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[562, 281, 163, 205]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[563, 279, 162, 206]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[563, 280, 163, 206]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[563, 281, 163, 206]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.98,,"[564, 280, 158, 205]",,0.01,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[565, 280, 160, 206]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[565, 279, 160, 207]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[564, 278, 161, 207]",,0.01,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[565, 278, 161, 207]",,0.01,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[565, 280, 161, 206]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[565, 279, 162, 207]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[565, 279, 161, 208]",,0.0,,0.0,,0.0,,0.0,,0.01,,0.0,
1.0,,"[564, 265, 175, 219]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[564, 278, 161, 209]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[565, 278, 162, 208]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[564, 277, 163, 210]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[564, 278, 163, 209]",,0.0,,0.0,,0.0,,0.0,,0.01,,0.0,
0.99,,"[564, 275, 165, 213]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[564, 275, 165, 213]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[564, 276, 164, 213]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[564, 275, 165, 212]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[564, 277, 162, 211]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[564, 275, 164, 212]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[565, 275, 164, 212]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[562, 262, 179, 226]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[560, 260, 182, 229]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1.0,,"[560, 260, 181, 229]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[566, 274, 168, 215]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.96,,"[565, 274, 166, 211]",,0.03,,0.01,,0.0,,0.0,,0.0,,0.0,
1.0,,"[564, 263, 175, 221]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[566, 273, 171, 215]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[566, 274, 168, 212]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.96,,"[566, 273, 167, 213]",,0.01,,0.0,,0.01,,0.0,,0.01,,0.0,
0.98,,"[565, 263, 172, 221]",,0.0,,0.01,,0.0,,0.0,,0.01,,0.0,
1.0,,"[561, 260, 180, 228]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[565, 265, 170, 222]",,0.0,,0.01,,0.0,,0.0,,0.0,,0.0,
1.0,,"[565, 264, 170, 223]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[561, 259, 182, 230]",,0.0,,0.01,,0.0,,0.0,,0.0,,0.0,
0.98,,"[560, 258, 183, 233]",,0.0,,0.01,,0.0,,0.0,,0.0,,0.0,
0.98,,"[560, 259, 182, 231]",,0.0,,0.01,,0.0,,0.0,,0.01,,0.0,
1.0,,"[566, 266, 169, 220]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[566, 266, 169, 221]",,0.0,,0.01,,0.0,,0.0,,0.01,,0.0,
1.0,,"[566, 267, 170, 222]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.99,,"[566, 266, 170, 221]",,0.0,,0.01,,0.0,,0.0,,0.0,,0.0,
0.99,,"[567, 265, 169, 223]",,0.0,,0.01,,0.0,,0.0,,0.0,,0.0,
0.98,,"[567, 265, 170, 223]",,0.0,,0.01,,0.0,,0.0,,0.01,,0.0,
0.97,,"[561, 261, 179, 229]",,0.01,,0.01,,0.0,,0.0,,0.01,,0.0,
0.95,,"[567, 259, 173, 232]",,0.0,,0.01,,0.0,,0.0,,0.03,,0.0,
0.99,,"[560, 255, 183, 233]",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.77,,"[559, 252, 182, 236]",,0.0,,0.01,,0.03,,0.14,,0.04,,0.0,
0.52,,"[566, 254, 174, 233]",,0.0,,0.03,,0.03,,0.36,,0.06,,0.0,
0.16,,"[562, 252, 181, 234]",,0.0,,0.02,,0.08,,0.72,,0.02,,0.0,
0.13,,"[561, 250, 181, 234]",,0.0,,0.01,,0.05,,0.79,,0.01,,0.0,
0.04,,"[563, 253, 176, 229]",,0.0,,0.0,,0.01,,0.94,,0.01,,0.0,
0.08,,"[560, 254, 181, 227]",,0.0,,0.0,,0.02,,0.87,,0.03,,0.0,
0.03,,"[561, 253, 180, 228]",,0.0,,0.0,,0.02,,0.93,,0.02,,0.0,
0.06,,"[559, 251, 182, 231]",,0.0,,0.0,,0.01,,0.91,,0.02,,0.0,
0.05,,"[560, 252, 181, 229]",,0.0,,0.0,,0.01,,0.91,,0.02,,0.0,
0.05,,"[570, 261, 172, 219]",,0.0,,0.01,,0.01,,0.89,,0.03,,0.0,
0.06,,"[559, 249, 182, 230]",,0.0,,0.0,,0.3,,0.62,,0.02,,0.0,
0.09,,"[561, 248, 180, 230]",,0.0,,0.01,,0.16,,0.73,,0.02,,0.0,
0.05,,"[562, 250, 177, 227]",,0.0,,0.0,,0.39,,0.55,,0.0,,0.0,
0.04,,"[559, 247, 183, 231]",,0.0,,0.0,,0.38,,0.57,,0.01,,0.0,
0.02,,"[558, 250, 177, 223]",,0.0,,0.0,,0.64,,0.33,,0.0,,0.0,
0.01,,"[560, 245, 183, 234]",,0.0,,0.0,,0.67,,0.32,,0.0,,0.0,
0.01,,"[560, 249, 177, 223]",,0.0,,0.0,,0.79,,0.2,,0.0,,0.0,
0.0,,"[558, 247, 181, 226]",,0.0,,0.0,,0.92,,0.08,,0.0,,0.0,
0.0,,"[559, 247, 180, 225]",,0.0,,0.0,,0.89,,0.1,,0.0,,0.0,
0.01,,"[558, 247, 181, 227]",,0.0,,0.0,,0.75,,0.23,,0.0,,0.0,
0.01,,"[558, 246, 182, 229]",,0.0,,0.0,,0.68,,0.31,,0.0,,0.0,
0.03,,"[557, 247, 182, 228]",,0.0,,0.0,,0.39,,0.56,,0.02,,0.0,
0.03,,"[559, 246, 183, 231]",,0.0,,0.0,,0.43,,0.52,,0.01,,0.0,
0.02,,"[557, 247, 184, 230]",,0.0,,0.0,,0.42,,0.54,,0.02,,0.0,
0.03,,"[556, 248, 184, 227]",,0.0,,0.0,,0.44,,0.51,,0.02,,0.0,
0.01,,"[556, 250, 175, 220]",,0.0,,0.0,,0.65,,0.33,,0.01,,0.0,
0.02,,"[557, 246, 184, 230]",,0.0,,0.0,,0.28,,0.68,,0.01,,0.0,
0.02,,"[557, 246, 184, 230]",,0.0,,0.0,,0.29,,0.67,,0.02,,0.0,
0.02,,"[557, 247, 183, 229]",,0.0,,0.0,,0.39,,0.57,,0.02,,0.0,
0.03,,"[558, 246, 183, 230]",,0.0,,0.0,,0.27,,0.68,,0.02,,0.0,
0.03,0.23,"[559, 247, 183, 229]","[570, 502, 17, 21]",0.0,0.0,0.0,0.08,0.33,0.06,0.64,0.18,0.01,0.45,0.0,0.0
0.02,,"[559, 247, 182, 229]",,0.0,,0.0,,0.35,,0.62,,0.01,,0.0,
0.01,,"[564, 247, 173, 224]",,0.0,,0.0,,0.61,,0.37,,0.01,,0.0,
0.08,,"[559, 246, 177, 227]",,0.0,,0.0,,0.15,,0.72,,0.05,,0.0,
0.04,,"[563, 250, 178, 226]",,0.0,,0.0,,0.01,,0.92,,0.03,,0.0,
0.02,,"[562, 251, 176, 224]",,0.0,,0.01,,0.01,,0.95,,0.02,,0.0,
0.04,,"[563, 251, 175, 224]",,0.0,,0.01,,0.0,,0.92,,0.03,,0.0,
0.05,,"[565, 258, 172, 215]",,0.0,,0.02,,0.0,,0.9,,0.03,,0.01,
0.1,,"[563, 250, 175, 225]",,0.0,,0.01,,0.0,,0.83,,0.06,,0.0,
0.11,,"[559, 250, 185, 229]",,0.0,,0.01,,0.0,,0.82,,0.05,,0.0,
0.07,,"[564, 250, 175, 226]",,0.0,,0.02,,0.0,,0.85,,0.07,,0.0,
0.07,,"[565, 250, 174, 226]",,0.0,,0.02,,0.0,,0.85,,0.06,,0.0,
0.09,,"[560, 246, 184, 227]",,0.0,,0.01,,0.0,,0.76,,0.14,,0.0,
0.22,,"[561, 248, 182, 224]",,0.0,,0.01,,0.0,,0.6,,0.17,,0.0,
0.2,,"[562, 248, 181, 224]",,0.0,,0.01,,0.0,,0.66,,0.11,,0.02,
0.35,,"[561, 250, 180, 223]",,0.0,,0.03,,0.0,,0.46,,0.13,,0.03,
0.16,,"[566, 250, 173, 222]",,0.0,,0.01,,0.0,,0.66,,0.16,,0.01,
0.42,,"[567, 251, 172, 222]",,0.0,,0.02,,0.0,,0.39,,0.15,,0.01,
0.33,,"[567, 251, 173, 221]",,0.0,,0.03,,0.0,,0.47,,0.14,,0.03,
0.13,,"[563, 247, 180, 226]",,0.0,,0.01,,0.0,,0.73,,0.12,,0.0,
0.14,,"[563, 247, 180, 226]",,0.0,,0.01,,0.0,,0.69,,0.15,,0.0,
0.14,,"[563, 247, 180, 226]",,0.0,,0.01,,0.0,,0.68,,0.17,,0.0,
0.22,,"[567, 248, 173, 225]",,0.0,,0.02,,0.0,,0.57,,0.18,,0.0,
0.22,,"[562, 246, 181, 228]",,0.0,,0.02,,0.0,,0.54,,0.22,,0.0,
0.48,,"[567, 248, 174, 227]",,0.0,,0.04,,0.0,,0.28,,0.19,,0.02,
0.36,,"[567, 250, 173, 222]",,0.0,,0.03,,0.0,,0.29,,0.32,,0.01,
0.49,,"[567, 251, 172, 221]",,0.0,,0.03,,0.0,,0.25,,0.23,,0.01,
0.36,,"[564, 248, 178, 227]",,0.0,,0.07,,0.0,,0.26,,0.31,,0.0,
0.41,,"[567, 249, 171, 223]",,0.0,,0.07,,0.0,,0.15,,0.36,,0.0,
0.44,,"[567, 249, 171, 223]",,0.0,,0.06,,0.0,,0.15,,0.35,,0.0,
0.56,,"[565, 246, 178, 228]",,0.0,,0.04,,0.0,,0.19,,0.2,,0.0,
0.56,,"[566, 246, 178, 228]",,0.0,,0.07,,0.0,,0.1,,0.27,,0.0,
0.53,,"[565, 245, 177, 230]",,0.0,,0.04,,0.0,,0.12,,0.31,,0.0,
0.43,,"[568, 249, 171, 224]",,0.0,,0.04,,0.0,,0.08,,0.45,,0.0,
0.24,,"[565, 265, 162, 208]",,0.0,,0.21,,0.0,,0.01,,0.54,,0.01,
0.46,,"[568, 248, 174, 225]",,0.0,,0.03,,0.0,,0.07,,0.44,,0.0,
0.44,,"[567, 248, 175, 227]",,0.0,,0.03,,0.0,,0.06,,0.46,,0.0,
0.29,,"[570, 256, 170, 217]",,0.0,,0.13,,0.0,,0.06,,0.53,,0.0,
0.48,,"[569, 255, 170, 219]",,0.0,,0.07,,0.0,,0.02,,0.42,,0.0,
0.16,,"[567, 265, 160, 206]",,0.0,,0.1,,0.0,,0.01,,0.74,,0.0,
0.41,,"[569, 256, 170, 217]",,0.0,,0.15,,0.0,,0.02,,0.42,,0.0,
0.34,,"[571, 256, 169, 214]",,0.0,,0.07,,0.0,,0.03,,0.56,,0.0,
0.4,,"[570, 256, 169, 215]",,0.0,,0.05,,0.0,,0.01,,0.53,,0.0,
0.24,,"[566, 257, 170, 217]",,0.0,,0.05,,0.0,,0.04,,0.67,,0.0,
0.26,,"[566, 257, 171, 217]",,0.0,,0.04,,0.0,,0.04,,0.65,,0.0,
0.18,,"[570, 260, 167, 212]",,0.0,,0.07,,0.0,,0.02,,0.73,,0.0,
0.5,,"[566, 250, 169, 218]",,0.0,,0.11,,0.0,,0.01,,0.37,,0.0,
0.48,,"[567, 248, 168, 218]",,0.0,,0.07,,0.0,,0.04,,0.41,,0.0,
0.43,,"[566, 249, 167, 215]",,0.0,,0.14,,0.0,,0.01,,0.41,,0.01,
0.6,,"[567, 248, 167, 217]",,0.0,,0.07,,0.0,,0.01,,0.32,,0.01,
0.37,,"[565, 248, 171, 219]",,0.0,,0.27,,0.0,,0.01,,0.33,,0.01,
0.4,,"[566, 247, 172, 220]",,0.0,,0.09,,0.0,,0.01,,0.5,,0.0,
0.48,,"[567, 249, 169, 216]",,0.0,,0.16,,0.0,,0.01,,0.35,,0.0,
0.52,,"[567, 248, 170, 218]",,0.0,,0.11,,0.0,,0.01,,0.36,,0.0,
0.71,,"[568, 246, 168, 218]",,0.0,,0.09,,0.0,,0.0,,0.2,,0.0,
0.5,,"[566, 246, 170, 219]",,0.0,,0.09,,0.0,,0.01,,0.41,,0.0,
0.54,,"[567, 247, 170, 219]",,0.0,,0.17,,0.0,,0.01,,0.28,,0.0,
0.37,,"[567, 247, 168, 216]",,0.0,,0.11,,0.0,,0.01,,0.51,,0.0,
0.39,,"[568, 247, 168, 217]",,0.0,,0.22,,0.0,,0.01,,0.38,,0.0,
0.49,,"[569, 247, 165, 213]",,0.0,,0.28,,0.0,,0.0,,0.21,,0.01,
0.56,,"[569, 247, 166, 215]",,0.0,,0.18,,0.0,,0.0,,0.25,,0.0,
0.29,,"[568, 248, 166, 215]",,0.0,,0.45,,0.0,,0.01,,0.25,,0.0,
0.36,,"[568, 248, 165, 214]",,0.0,,0.28,,0.0,,0.01,,0.34,,0.0,
0.52,,"[566, 248, 170, 217]",,0.0,,0.27,,0.0,,0.01,,0.2,,0.0,
0.56,,"[568, 249, 167, 215]",,0.0,,0.27,,0.0,,0.0,,0.16,,0.0,
0.58,,"[564, 246, 173, 221]",,0.0,,0.2,,0.0,,0.0,,0.21,,0.0,
0.68,,"[565, 245, 173, 222]",,0.0,,0.11,,0.0,,0.01,,0.2,,0.0,
0.4,,"[563, 247, 170, 216]",,0.0,,0.38,,0.0,,0.01,,0.21,,0.0,
0.58,,"[564, 245, 174, 223]",,0.0,,0.19,,0.0,,0.01,,0.22,,0.0,
0.46,,"[568, 246, 166, 217]",,0.0,,0.19,,0.0,,0.01,,0.34,,0.0,
0.52,,"[569, 245, 167, 219]",,0.0,,0.18,,0.0,,0.0,,0.29,,0.0,
0.37,,"[564, 249, 174, 218]",,0.0,,0.1,,0.0,,0.03,,0.49,,0.01,
0.49,,"[564, 247, 172, 219]",,0.0,,0.27,,0.0,,0.01,,0.22,,0.0,
0.55,,"[565, 248, 174, 219]",,0.0,,0.05,,0.0,,0.02,,0.38,,0.0,
0.28,,"[565, 249, 174, 218]",,0.0,,0.06,,0.0,,0.05,,0.61,,0.0,
0.23,,"[565, 249, 174, 218]",,0.0,,0.04,,0.0,,0.05,,0.67,,0.0,
0.52,,"[563, 246, 175, 221]",,0.0,,0.28,,0.0,,0.0,,0.19,,0.0,
0.36,,"[564, 249, 174, 217]",,0.0,,0.06,,0.0,,0.03,,0.54,,0.0,
0.22,,"[563, 249, 174, 218]",,0.0,,0.12,,0.0,,0.03,,0.63,,0.0,
0.44,,"[567, 258, 166, 208]",,0.0,,0.14,,0.0,,0.01,,0.4,,0.01,
0.36,,"[566, 258, 166, 209]",,0.0,,0.08,,0.0,,0.0,,0.55,,0.0,
0.56,,"[567, 257, 167, 212]",,0.0,,0.11,,0.0,,0.0,,0.32,,0.01,
0.35,,"[566, 261, 161, 200]",,0.0,,0.33,,0.0,,0.0,,0.31,,0.01,
0.41,,"[566, 260, 163, 203]",,0.0,,0.17,,0.0,,0.0,,0.41,,0.01,
0.28,,"[566, 260, 160, 201]",,0.0,,0.4,,0.0,,0.0,,0.31,,0.01,
0.18,,"[565, 259, 161, 200]",,0.0,,0.56,,0.0,,0.0,,0.23,,0.02,
0.32,,"[566, 260, 160, 201]",,0.0,,0.3,,0.0,,0.0,,0.37,,0.01,
0.47,,"[566, 261, 158, 197]",,0.0,,0.29,,0.0,,0.0,,0.23,,0.01,
0.25,,"[566, 259, 158, 199]",,0.0,,0.34,,0.0,,0.0,,0.39,,0.01,
0.22,,"[566, 259, 159, 199]",,0.0,,0.38,,0.0,,0.0,,0.39,,0.01,
0.16,,"[565, 259, 159, 199]",,0.0,,0.43,,0.0,,0.0,,0.4,,0.01,
0.19,,"[565, 257, 161, 203]",,0.0,,0.43,,0.0,,0.01,,0.37,,0.01,
0.42,,"[564, 245, 169, 213]",,0.0,,0.38,,0.0,,0.01,,0.17,,0.01,
0.28,,"[568, 249, 169, 214]",,0.0,,0.16,,0.0,,0.04,,0.52,,0.0,
0.31,,"[562, 246, 170, 212]",,0.0,,0.17,,0.0,,0.06,,0.45,,0.0,
0.32,,"[561, 245, 171, 214]",,0.0,,0.22,,0.0,,0.14,,0.32,,0.0,
0.33,,"[561, 245, 171, 214]",,0.0,,0.2,,0.0,,0.11,,0.36,,0.0,
0.36,,"[561, 245, 171, 214]",,0.0,,0.21,,0.0,,0.11,,0.32,,0.0,
0.5,,"[561, 245, 171, 215]",,0.0,,0.11,,0.0,,0.07,,0.32,,0.0,
0.44,,"[561, 245, 171, 216]",,0.0,,0.15,,0.0,,0.07,,0.34,,0.0,
0.68,,"[560, 241, 180, 225]",,0.0,,0.07,,0.0,,0.05,,0.19,,0.0,
0.72,,"[561, 242, 179, 224]",,0.0,,0.08,,0.0,,0.04,,0.16,,0.0,
0.35,,"[565, 245, 168, 216]",,0.0,,0.04,,0.0,,0.2,,0.41,,0.0,
0.25,,"[565, 247, 166, 215]",,0.01,,0.02,,0.0,,0.06,,0.66,,0.0,
0.38,,"[565, 249, 166, 211]",,0.0,,0.02,,0.0,,0.02,,0.57,,0.0,
0.39,,"[565, 245, 169, 219]",,0.0,,0.01,,0.0,,0.04,,0.56,,0.0,
0.31,,"[560, 246, 174, 218]",,0.0,,0.02,,0.0,,0.1,,0.56,,0.0,
0.3,,"[560, 241, 181, 229]",,0.0,,0.01,,0.0,,0.16,,0.53,,0.0,
0.42,,"[564, 243, 171, 225]",,0.0,,0.02,,0.0,,0.07,,0.5,,0.0,
0.34,,"[564, 242, 172, 229]",,0.0,,0.01,,0.0,,0.23,,0.41,,0.0,
0.42,,"[564, 242, 172, 227]",,0.0,,0.02,,0.0,,0.19,,0.37,,0.0,
0.23,,"[563, 245, 177, 225]",,0.0,,0.04,,0.0,,0.42,,0.31,,0.0,
0.15,,"[563, 247, 176, 228]",,0.0,,0.05,,0.0,,0.48,,0.32,,0.0,
0.25,,"[563, 243, 176, 227]",,0.0,,0.01,,0.0,,0.69,,0.06,,0.0,
0.09,,"[562, 244, 177, 227]",,0.0,,0.01,,0.0,,0.81,,0.08,,0.0,
0.11,,"[559, 244, 178, 225]",,0.0,,0.01,,0.01,,0.83,,0.04,,0.0,
0.11,,"[560, 244, 177, 225]",,0.0,,0.01,,0.01,,0.85,,0.03,,0.0,
0.08,,"[560, 244, 177, 225]",,0.0,,0.01,,0.02,,0.86,,0.03,,0.0,
0.07,,"[559, 244, 179, 225]",,0.0,,0.0,,0.02,,0.88,,0.02,,0.0,
0.08,,"[559, 243, 178, 226]",,0.0,,0.0,,0.07,,0.81,,0.03,,0.0,
0.05,,"[565, 243, 176, 228]",,0.0,,0.01,,0.03,,0.9,,0.01,,0.0,
0.04,,"[559, 243, 179, 226]",,0.0,,0.0,,0.03,,0.89,,0.03,,0.0,
0.01,,"[564, 247, 177, 218]",,0.0,,0.0,,0.03,,0.95,,0.01,,0.0,
0.02,,"[564, 248, 176, 216]",,0.0,,0.0,,0.03,,0.93,,0.01,,0.0,
0.04,,"[563, 248, 177, 218]",,0.0,,0.0,,0.05,,0.89,,0.02,,0.0,
0.04,,"[565, 248, 175, 218]",,0.0,,0.01,,0.07,,0.86,,0.02,,0.0,
0.05,,"[559, 242, 179, 227]",,0.0,,0.0,,0.1,,0.81,,0.04,,0.0,
0.04,,"[559, 243, 180, 226]",,0.0,,0.0,,0.12,,0.82,,0.02,,0.0,
0.05,,"[559, 244, 180, 225]",,0.0,,0.0,,0.14,,0.78,,0.02,,0.0,
0.03,,"[557, 242, 182, 228]",,0.0,,0.0,,0.16,,0.79,,0.02,,0.0,
0.03,,"[557, 242, 181, 228]",,0.0,,0.0,,0.17,,0.78,,0.02,,0.0,
0.04,0.06,"[557, 243, 182, 227]","[540, 471, 53, 63]",0.0,0.0,0.01,0.08,0.18,0.04,0.74,0.06,0.02,0.72,0.0,0.03
0.02,,"[559, 242, 179, 228]",,0.0,,0.0,,0.12,,0.85,,0.01,,0.0,
0.01,,"[560, 242, 177, 228]",,0.0,,0.0,,0.17,,0.8,,0.01,,0.0,
0.01,,"[559, 242, 179, 228]",,0.0,,0.0,,0.12,,0.86,,0.01,,0.0,
0.03,,"[558, 241, 179, 228]",,0.0,,0.0,,0.12,,0.82,,0.02,,0.0,
0.02,,"[560, 241, 179, 230]",,0.0,,0.0,,0.17,,0.8,,0.01,,0.0,
0.03,,"[558, 242, 180, 224]",,0.0,,0.0,,0.14,,0.8,,0.02,,0.0,
0.02,,"[556, 242, 180, 226]",,0.0,,0.0,,0.17,,0.78,,0.03,,0.0,
0.02,,"[559, 241, 180, 231]",,0.0,,0.0,,0.1,,0.85,,0.03,,0.0,
0.03,,"[560, 241, 179, 231]",,0.0,,0.0,,0.11,,0.82,,0.03,,0.0,
0.04,,"[558, 242, 180, 225]",,0.0,,0.0,,0.1,,0.82,,0.04,,0.0,
0.02,,"[558, 241, 179, 229]",,0.0,,0.0,,0.11,,0.85,,0.02,,0.0,
